date,sector,coefficient,metric,metric_coefficient,metric_weight,source,comment
2026-03-10,Insurance,0.7258,sector_score,,,build_fy_norm.py --current --as-of over SEC EDGAR; fyn_insurance_current_20260310_summary.csv; fyn_insurance_norm_summary.csv; price source: Nasdaq historical API close,"status=ok; actual_trading_date=2026-03-10; pe.status=ok, n_companies=6 (expected 6); pb: 0.6470 x 54.5% | pe: 0.8204 x 45.5%"
2026-03-10,Utilities,0.9547,sector_score,,,build_fy_norm.py --current --as-of over SEC EDGAR; fyn_utilities_current_20260310_summary.csv; fyn_utilities_norm_summary.csv; price source: Nasdaq historical API close,"status=ok; actual_trading_date=2026-03-10; pe.status=ok, n_companies=5 (expected 5); pe: 1.0397 x 42.9% | ev_ebitda: 0.8113 x 35.7% | pb: 1.0235 x 21.4%"
2026-03-10,Mining,1.742,sector_score,,,build_fy_norm.py --current --as-of over SEC EDGAR; fyn_mining_current_20260310_summary.csv; fyn_mining_norm_summary.csv; price source: Nasdaq historical API close,"status=ok; actual_trading_date=2026-03-10; pe.status=ok, n_companies=3 (expected 3); ev_ebitda: 1.7820 x 29.4% | fcf_yield: 2.3343 x 23.5% | pb: 1.8041 x 23.5% | pe: 1.0376 x 23.5%"
2026-03-10,Drugs,1.1265,sector_score,,,build_fy_norm.py --current --as-of over SEC EDGAR; fyn_drugs_current_20260310_summary.csv; fyn_drugs_norm_summary.csv; price source: Nasdaq historical API close,"status=provisional; actual_trading_date=2026-03-10; pe.status=ok, n_companies=5 (expected 5); missing weighted metrics ev_ebitda; remaining weights renormalised; pe: 0.9450 x 50.0% | ps: 1.3206 x 16.7% | fcf_yield: 1.3016 x 33.3%"
2026-03-10,Commodities,1.4309,sector_score,,,build_fy_norm.py --current --as-of over SEC EDGAR; fyn_commodities_current_20260310_summary.csv; fyn_commodities_norm_summary.csv; price source: Nasdaq historical API close,"status=ok; actual_trading_date=2026-03-10; pe.status=ok, n_companies=3 (expected 3); ev_ebitda: 1.7064 x 29.4% | fcf_yield: 1.2731 x 23.5% | pb: 1.8359 x 23.5% | pe: 0.8392 x 23.5%"
2026-03-10,Semiconductors,1.2085,sector_score,,,build_fy_norm.py --current --as-of over SEC EDGAR; fyn_semis_current_20260310_summary.csv; fyn_semis_norm_summary.csv; price source: Nasdaq historical API close,"status=ok; actual_trading_date=2026-03-10; pe.status=ok, n_companies=6 (expected 6); ps: 1.0907 x 26.7% | pb: 1.0602 x 20.0% | ev_ebitda: 1.4976 x 33.3% | gross_margin: 1.0322 x 20.0%"
2026-03-10,Food & Staples,1.1363,sector_score,,,build_fy_norm.py --current --as-of over SEC EDGAR; fyn_food_current_20260310_summary.csv; fyn_food_norm_summary.csv; price source: Nasdaq historical API close,"status=ok; actual_trading_date=2026-03-10; pe.status=ok, n_companies=7 (expected 6); pe: 1.3423 x 42.9% | ev_ebitda: 1.0990 x 35.7% | ps: 0.7864 x 21.4%"
2026-03-10,Technology,0.8846,sector_score,,,build_fy_norm.py --current --as-of over SEC EDGAR; fyn_technology_current_20260310_summary.csv; fyn_technology_norm_summary.csv; price source: Nasdaq historical API close,"status=ok; actual_trading_date=2026-03-10; pe.status=ok, n_companies=9 (expected 9); pe: 0.8440 x 28.6% | ev_ebitda: 0.7736 x 28.6% | ps: 1.0092 x 28.6% | fcf_yield: 0.9385 x 14.3%"
2026-03-10,Agriculture & Chemicals,1.7182,sector_score,,,build_fy_norm.py --current --as-of over SEC EDGAR; fyn_agriculture_chemicals_current_20260310_summary.csv; fyn_agriculture_chemicals_norm_summary.csv; price source: Nasdaq historical API close,"status=provisional; actual_trading_date=2026-03-10; pe.n_companies=4, expected at least 5; pe: 1.1125 x 29.4% | ev_ebitda: 3.0976 x 29.4% | ps: 1.0528 x 23.5% | fcf_yield: 1.3162 x 17.6%"
2026-03-10,Consumer Discretionary,0.7411,sector_score,,,build_fy_norm.py --current --as-of over SEC EDGAR; fyn_consumer_discretionary_current_20260310_summary.csv; fyn_consumer_discretionary_norm_summary.csv; price source: Nasdaq historical API close,"status=ok; actual_trading_date=2026-03-10; pe.status=ok, n_companies=6 (expected 5); pe: 0.8138 x 33.3% | ev_ebitda: 0.7009 x 27.8% | ps: 0.5504 x 22.2% | fcf_yield: 0.9171 x 16.7%"
