anchor_date,actual_trading_date,sector,sector_score,metric,current_value,five_year_average,metric_coefficient,metric_weight,source,comment,status
2026-09-11,2026-09-10,Solar,0.9062,ev_ebitda,16.65395,17.5212,0.9505,0.4286,build_fy_norm.py --current over SEC EDGAR; fyn_solar_current_summary.csv; price source: Nasdaq historical API close,current TTM snapshot from fyn_solar_current_summary.csv; price source: Nasdaq historical API close; real 5Y FY median norm from fyn_solar_norm_summary.csv; aggregate=median,ok
2026-09-11,2026-09-10,Solar,0.9062,ps,2.0541,2.22385,0.9237,0.3571,build_fy_norm.py --current over SEC EDGAR; fyn_solar_current_summary.csv; price source: Nasdaq historical API close,current TTM snapshot from fyn_solar_current_summary.csv; price source: Nasdaq historical API close; real 5Y FY median norm from fyn_solar_norm_summary.csv; aggregate=median,ok
2026-09-11,2026-09-10,Solar,0.9062,pb,2.1573,2.7363,0.7884,0.2143,build_fy_norm.py --current over SEC EDGAR; fyn_solar_current_summary.csv; price source: Nasdaq historical API close,current TTM snapshot from fyn_solar_current_summary.csv; price source: Nasdaq historical API close; real 5Y FY median norm from fyn_solar_norm_summary.csv; aggregate=median,ok
2026-02-28,2026-02-27,Technology,0.8388,pe,25.2725,29.9334,0.8443,0.2857,compute_sector_scores.py over SEC EDGAR fundamentals,real 5Y FY median norm from fyn_technology_norm_summary.csv; aggregate=median,ok
2026-02-28,2026-02-27,Technology,0.8388,ev_ebitda,16.6555,25.3627,0.6567,0.2857,compute_sector_scores.py over SEC EDGAR fundamentals,real 5Y FY median norm from fyn_technology_norm_summary.csv; aggregate=median,ok
2026-02-28,2026-02-27,Technology,0.8388,ps,8.302,8.3009,1.0001,0.2857,compute_sector_scores.py over SEC EDGAR fundamentals,real 5Y FY median norm from fyn_technology_norm_summary.csv; aggregate=median,ok
2026-02-28,2026-02-27,Technology,0.8388,fcf_yield,0.040503,0.035209,0.8693,0.1429,compute_sector_scores.py over SEC EDGAR fundamentals,real 5Y FY median norm from fyn_technology_norm_summary.csv; aggregate=median,ok
2026-03-10,2026-03-10,Technology,0.8551,pe,25.2639,29.9334,0.844,0.2857,compute_sector_scores.py over SEC EDGAR fundamentals,real 5Y FY median norm from fyn_technology_norm_summary.csv; aggregate=median,ok
2026-03-10,2026-03-10,Technology,0.8551,ev_ebitda,17.0054,25.3627,0.6705,0.2857,compute_sector_scores.py over SEC EDGAR fundamentals,real 5Y FY median norm from fyn_technology_norm_summary.csv; aggregate=median,ok
2026-03-10,2026-03-10,Technology,0.8551,ps,8.3774,8.3009,1.0092,0.2857,compute_sector_scores.py over SEC EDGAR fundamentals,real 5Y FY median norm from fyn_technology_norm_summary.csv; aggregate=median,ok
2026-03-10,2026-03-10,Technology,0.8551,fcf_yield,0.037516,0.035209,0.9385,0.1429,compute_sector_scores.py over SEC EDGAR fundamentals,real 5Y FY median norm from fyn_technology_norm_summary.csv; aggregate=median,ok
2026-03-20,2026-03-20,Technology,0.7993,pe,24.1834,29.9334,0.8079,0.2857,compute_sector_scores.py over SEC EDGAR fundamentals,real 5Y FY median norm from fyn_technology_norm_summary.csv; aggregate=median,ok
2026-03-20,2026-03-20,Technology,0.7993,ev_ebitda,15.96125,25.3627,0.6293,0.2857,compute_sector_scores.py over SEC EDGAR fundamentals,real 5Y FY median norm from fyn_technology_norm_summary.csv; aggregate=median,ok
2026-03-20,2026-03-20,Technology,0.7993,ps,7.6037,8.3009,0.916,0.2857,compute_sector_scores.py over SEC EDGAR fundamentals,real 5Y FY median norm from fyn_technology_norm_summary.csv; aggregate=median,ok
2026-03-20,2026-03-20,Technology,0.7993,fcf_yield,0.039634,0.035209,0.8884,0.1429,compute_sector_scores.py over SEC EDGAR fundamentals,real 5Y FY median norm from fyn_technology_norm_summary.csv; aggregate=median,ok
2026-03-30,2026-03-30,Technology,0.745,pe,22.8364,29.9334,0.7629,0.2857,compute_sector_scores.py over SEC EDGAR fundamentals,real 5Y FY median norm from fyn_technology_norm_summary.csv; aggregate=median,ok
2026-03-30,2026-03-30,Technology,0.745,ev_ebitda,15.07715,25.3627,0.5945,0.2857,compute_sector_scores.py over SEC EDGAR fundamentals,real 5Y FY median norm from fyn_technology_norm_summary.csv; aggregate=median,ok
2026-03-30,2026-03-30,Technology,0.745,ps,6.87,8.3009,0.8276,0.2857,compute_sector_scores.py over SEC EDGAR fundamentals,real 5Y FY median norm from fyn_technology_norm_summary.csv; aggregate=median,ok
2026-03-30,2026-03-30,Technology,0.745,fcf_yield,0.041676,0.035209,0.8448,0.1429,compute_sector_scores.py over SEC EDGAR fundamentals,real 5Y FY median norm from fyn_technology_norm_summary.csv; aggregate=median,ok
2026-04-10,2026-04-10,Technology,0.7207,pe,23.0915,29.9334,0.7714,0.2857,compute_sector_scores.py over SEC EDGAR fundamentals,real 5Y FY median norm from fyn_technology_norm_summary.csv; aggregate=median,ok
2026-04-10,2026-04-10,Technology,0.7207,ev_ebitda,15.9613,25.3627,0.6293,0.2857,compute_sector_scores.py over SEC EDGAR fundamentals,real 5Y FY median norm from fyn_technology_norm_summary.csv; aggregate=median,ok
2026-04-10,2026-04-10,Technology,0.7207,ps,6.5385,8.3009,0.7877,0.2857,compute_sector_scores.py over SEC EDGAR fundamentals,real 5Y FY median norm from fyn_technology_norm_summary.csv; aggregate=median,ok
2026-04-10,2026-04-10,Technology,0.7207,fcf_yield,0.052708,0.035209,0.668,0.1429,compute_sector_scores.py over SEC EDGAR fundamentals,real 5Y FY median norm from fyn_technology_norm_summary.csv; aggregate=median,ok
2026-04-20,2026-04-20,Technology,0.8304,pe,26.0304,29.9334,0.8696,0.2857,compute_sector_scores.py over SEC EDGAR fundamentals,real 5Y FY median norm from fyn_technology_norm_summary.csv; aggregate=median,ok
2026-04-20,2026-04-20,Technology,0.8304,ev_ebitda,17.4786,25.3627,0.6891,0.2857,compute_sector_scores.py over SEC EDGAR fundamentals,real 5Y FY median norm from fyn_technology_norm_summary.csv; aggregate=median,ok
2026-04-20,2026-04-20,Technology,0.8304,ps,7.8556,8.3009,0.9464,0.2857,compute_sector_scores.py over SEC EDGAR fundamentals,real 5Y FY median norm from fyn_technology_norm_summary.csv; aggregate=median,ok
2026-04-20,2026-04-20,Technology,0.8304,fcf_yield,0.04387,0.035209,0.8026,0.1429,compute_sector_scores.py over SEC EDGAR fundamentals,real 5Y FY median norm from fyn_technology_norm_summary.csv; aggregate=median,ok
2026-04-30,2026-04-30,Technology,0.7108,pe,22.227,29.9334,0.7425,0.2857,compute_sector_scores.py over SEC EDGAR fundamentals,real 5Y FY median norm from fyn_technology_norm_summary.csv; aggregate=median,ok
2026-04-30,2026-04-30,Technology,0.7108,ev_ebitda,15.5625,25.3627,0.6136,0.2857,compute_sector_scores.py over SEC EDGAR fundamentals,real 5Y FY median norm from fyn_technology_norm_summary.csv; aggregate=median,ok
2026-04-30,2026-04-30,Technology,0.7108,ps,6.522,8.3009,0.7857,0.2857,compute_sector_scores.py over SEC EDGAR fundamentals,real 5Y FY median norm from fyn_technology_norm_summary.csv; aggregate=median,ok
2026-04-30,2026-04-30,Technology,0.7108,fcf_yield,0.050885,0.035209,0.6919,0.1429,compute_sector_scores.py over SEC EDGAR fundamentals,real 5Y FY median norm from fyn_technology_norm_summary.csv; aggregate=median,ok
2026-05-10,2026-05-08,Technology,0.7253,pe,22.505,29.9334,0.7518,0.2857,compute_sector_scores.py over SEC EDGAR fundamentals,real 5Y FY median norm from fyn_technology_norm_summary.csv; aggregate=median,ok
2026-05-10,2026-05-08,Technology,0.7253,ev_ebitda,15.68385,25.3627,0.6184,0.2857,compute_sector_scores.py over SEC EDGAR fundamentals,real 5Y FY median norm from fyn_technology_norm_summary.csv; aggregate=median,ok
2026-05-10,2026-05-08,Technology,0.7253,ps,6.734,8.3009,0.8112,0.2857,compute_sector_scores.py over SEC EDGAR fundamentals,real 5Y FY median norm from fyn_technology_norm_summary.csv; aggregate=median,ok
2026-05-10,2026-05-08,Technology,0.7253,fcf_yield,0.049284,0.035209,0.7144,0.1429,compute_sector_scores.py over SEC EDGAR fundamentals,real 5Y FY median norm from fyn_technology_norm_summary.csv; aggregate=median,ok
2026-05-20,2026-05-20,Technology,0.7542,pe,22.2921,29.9334,0.7447,0.2857,compute_sector_scores.py over SEC EDGAR fundamentals,real 5Y FY median norm from fyn_technology_norm_summary.csv; aggregate=median,ok
2026-05-20,2026-05-20,Technology,0.7542,ev_ebitda,15.74925,25.3627,0.621,0.2857,compute_sector_scores.py over SEC EDGAR fundamentals,real 5Y FY median norm from fyn_technology_norm_summary.csv; aggregate=median,ok
2026-05-20,2026-05-20,Technology,0.7542,ps,7.2169,8.3009,0.8694,0.2857,compute_sector_scores.py over SEC EDGAR fundamentals,real 5Y FY median norm from fyn_technology_norm_summary.csv; aggregate=median,ok
2026-05-20,2026-05-20,Technology,0.7542,fcf_yield,0.043501,0.035209,0.8094,0.1429,compute_sector_scores.py over SEC EDGAR fundamentals,real 5Y FY median norm from fyn_technology_norm_summary.csv; aggregate=median,ok
2026-05-30,2026-05-29,Technology,0.835,pe,26.0273,29.9334,0.8695,0.2857,compute_sector_scores.py over SEC EDGAR fundamentals,real 5Y FY median norm from fyn_technology_norm_summary.csv; aggregate=median,ok
2026-05-30,2026-05-29,Technology,0.835,ev_ebitda,16.65815,25.3627,0.6568,0.2857,compute_sector_scores.py over SEC EDGAR fundamentals,real 5Y FY median norm from fyn_technology_norm_summary.csv; aggregate=median,ok
2026-05-30,2026-05-29,Technology,0.835,ps,7.5443,8.3009,0.9089,0.2857,compute_sector_scores.py over SEC EDGAR fundamentals,real 5Y FY median norm from fyn_technology_norm_summary.csv; aggregate=median,ok
2026-05-30,2026-05-29,Technology,0.835,fcf_yield,0.036132,0.035209,0.9745,0.1429,compute_sector_scores.py over SEC EDGAR fundamentals,real 5Y FY median norm from fyn_technology_norm_summary.csv; aggregate=median,ok
2026-09-11,2026-09-10,Technology,0.8502,pe,20.6985,29.9334,0.6915,0.2857,"build_fy_norm.py --current over SEC EDGAR; fyn_technology_current_summary.csv; price source: Nasdaq historical API close, Nasdaq historical API close; prices-only refresh","current TTM snapshot from fyn_technology_current_summary.csv; price source: Nasdaq historical API close, Nasdaq historical API close; prices-only refresh; real 5Y FY median norm from fyn_technology_norm_summary.csv; aggregate=median",ok
2026-09-11,2026-09-10,Technology,0.8502,ev_ebitda,22.5863,25.3627,0.8905,0.2857,"build_fy_norm.py --current over SEC EDGAR; fyn_technology_current_summary.csv; price source: Nasdaq historical API close, Nasdaq historical API close; prices-only refresh","current TTM snapshot from fyn_technology_current_summary.csv; price source: Nasdaq historical API close, Nasdaq historical API close; prices-only refresh; real 5Y FY median norm from fyn_technology_norm_summary.csv; aggregate=median",ok
2026-09-11,2026-09-10,Technology,0.8502,ps,7.2414,8.3009,0.8724,0.2857,"build_fy_norm.py --current over SEC EDGAR; fyn_technology_current_summary.csv; price source: Nasdaq historical API close, Nasdaq historical API close; prices-only refresh","current TTM snapshot from fyn_technology_current_summary.csv; price source: Nasdaq historical API close, Nasdaq historical API close; prices-only refresh; real 5Y FY median norm from fyn_technology_norm_summary.csv; aggregate=median",ok
2026-09-11,2026-09-10,Technology,0.8502,fcf_yield,0.033768,0.035209,1.0427,0.1429,"build_fy_norm.py --current over SEC EDGAR; fyn_technology_current_summary.csv; price source: Nasdaq historical API close, Nasdaq historical API close; prices-only refresh","current TTM snapshot from fyn_technology_current_summary.csv; price source: Nasdaq historical API close, Nasdaq historical API close; prices-only refresh; real 5Y FY median norm from fyn_technology_norm_summary.csv; aggregate=median",ok
2026-09-11,2026-09-10,Telecom & Streaming,0.8784,ev_ebitda,7.3435,7.3193,1.0033,0.4286,build_fy_norm.py --current over SEC EDGAR; fyn_telecom_current_summary.csv; price source: Nasdaq historical API close,current TTM snapshot from fyn_telecom_current_summary.csv; price source: Nasdaq historical API close; real 5Y FY median norm from fyn_telecom_norm_summary.csv; aggregate=median,ok
2026-09-11,2026-09-10,Telecom & Streaming,0.8784,fcf_yield,0.098739,0.05692,0.5765,0.3571,build_fy_norm.py --current over SEC EDGAR; fyn_telecom_current_summary.csv; price source: Nasdaq historical API close,current TTM snapshot from fyn_telecom_current_summary.csv; price source: Nasdaq historical API close; real 5Y FY median norm from fyn_telecom_norm_summary.csv; aggregate=median,ok
2026-09-11,2026-09-10,Telecom & Streaming,0.8784,ps,1.4948,1.3205,1.132,0.2143,build_fy_norm.py --current over SEC EDGAR; fyn_telecom_current_summary.csv; price source: Nasdaq historical API close,current TTM snapshot from fyn_telecom_current_summary.csv; price source: Nasdaq historical API close; real 5Y FY median norm from fyn_telecom_norm_summary.csv; aggregate=median,ok
2026-09-11,2026-09-10,Utilities,0.8932,pe,19.3665,19.52545,0.9919,0.4286,build_fy_norm.py --current over SEC EDGAR; fyn_utilities_current_summary.csv; price source: Nasdaq historical API close,current TTM snapshot from fyn_utilities_current_summary.csv; price source: Nasdaq historical API close; real 5Y FY median norm from fyn_utilities_norm_summary.csv; aggregate=median,ok
2026-09-11,2026-09-10,Utilities,0.8932,ev_ebitda,11.7489,15.7435,0.7463,0.3571,build_fy_norm.py --current over SEC EDGAR; fyn_utilities_current_summary.csv; price source: Nasdaq historical API close,current TTM snapshot from fyn_utilities_current_summary.csv; price source: Nasdaq historical API close; real 5Y FY median norm from fyn_utilities_norm_summary.csv; aggregate=median,ok
2026-09-11,2026-09-10,Utilities,0.8932,pb,2.1121,2.2455,0.9406,0.2143,build_fy_norm.py --current over SEC EDGAR; fyn_utilities_current_summary.csv; price source: Nasdaq historical API close,current TTM snapshot from fyn_utilities_current_summary.csv; price source: Nasdaq historical API close; real 5Y FY median norm from fyn_utilities_norm_summary.csv; aggregate=median,ok
